hcpcs_code,seq_num,record_id,long_description,short_description
G9309,00100,3,No unplanned hospital readmission within 30 days of principal procedure,No unplnd hosp readm in 30d
G9310,00100,3,Unplanned hospital readmission within 30 days of principal procedure,Unplnd hosp readm in 30d
G9311,00100,3,No surgical site infection,No surg site infection
G9312,00100,3,Surgical site infection,Surgical site infection
G9313,00100,3,"Amoxicillin, with or without clavulanate, not prescribed as first line",Amoxic not presc as 1st line
G9314,00100,3,"Amoxicillin, with or without clavulanate, not prescribed as first line",Norsn not first line amox
G9315,00100,3,"Amoxicillin, with or without clavulanate, prescribed as a first line antibiotic",Amox w/wo clav rx
G9316,00100,3,Documentation of patient-specific risk assessment with a risk calculator based,Doc comm risk calc
G9317,00100,3,Documentation of patient-specific risk assessment with a risk calculator based,No doc comm risk calc
G9318,00100,3,Imaging study named according to standardized nomenclature,Image std nomenclature
G9319,00100,3,"Imaging study not named according to standardized nomenclature, reason not given",Image not std nomenclature
G9320,00100,3,Documentation of medical reason(s) for not naming ct studies according to a,Medrsn no std nomenclature
G9321,00100,3,Count of previous ct (any type of ct) and cardiac nuclear medicine (myocardial,Prev ct nuc med cnt doc 12mo
G9322,00100,3,Count of previous ct and cardiac nuclear medicine (myocardial perfusion or,No cnt ct nuc med doc 12mo
G9323,00100,3,Documentation of medical reason(s) for not counting previous ct and cardiac,Mdrsn no doc cnt of ct
G9324,00100,3,"All necessary data elements not included, reason not given",Not all data norsn
G9325,00100,3,Ct studies not reported to a radiation dose index registry due to medical,Medrsn no ct rpt to reg
G9326,00100,3,Ct studies performed not reported to a radiation dose index registry that is,"Ct done no rad ds index, nrg"
G9327,00100,3,Ct studies performed reported to a radiation dose index registry that is,Ct done rad ds index
G9328,00100,3,Dicom format image data availability not documented in final report due to,Medrsn no dicom format doc
G9329,00100,3,Dicom format image data available to non-affiliated external healthcare,Norsn no dicom format doc
G9340,00100,3,Final report documented that dicom format image data available to,Dicom format doc on rpt
G9341,00100,3,Search conducted for prior patient ct studies completed at non-affiliated,Srch for ct w in 12 mos
G9342,00100,3,Search not conducted prior to an imaging study being performed for prior,No srch for ct in 12mo norsn
G9343,00100,3,"Due to medical reasons, search not conducted for dicom format images for prior",Medrsn no dicom srch
G9344,00100,3,Due to system reasons search not conducted for dicom format images for prior,Sysrsn no dicom srch
G9345,00100,3,Follow-up recommendations documented according to recommended guidelines for,Follow up pulm nod
G9346,00100,3,Follow-up recommendations not documented according to recommended guidelines,No follow up pulm nod
G9347,00100,3,Follow-up recommendations not documented according to recommended guidelines,No follow up pulm nod norsn
G9348,00100,3,Ct scan of the paranasal sinuses ordered at the time of diagnosis for,Doc rsn for ord ct scan
G9349,00100,3,Ct scan of the paranasal sinuses ordered at the time of diagnosis or received,Ct within 28 days
G9350,00100,3,Ct scan of the paranasal sinuses not ordered at the time of diagnosis or,No doc sinus ct 28d or dx
G9351,00100,3,More than one ct scan of the paranasal sinuses ordered or received within 90,Doc >1 sinus ct w 90d dx
G9352,00100,3,More than one ct scan of the paranasal sinuses ordered or received within 90,Not >1 sinus ct w 90d dx
G9353,00100,3,More than one ct scan of the paranasal sinuses ordered or received within 90,Medrsn >1 sinus ct w 90d dx
G9354,00100,3,One ct scan or no ct scan of the paranasal sinuses ordered within 90 days after,1 or no ct sinus w/in 90d dx
G9355,00100,3,Elective delivery (without medical indication) by cesarean birth or induction,No early ind/delivery
G9356,00100,3,Elective delivery (without medical indication) by cesarean birth or induction,Early ind/delivery
G9357,00100,3,"Post-partum screenings, evaluations and education performed",Pp eval/edu perf
G9358,00100,3,"Post-partum screenings, evaluations and education not performed",Pp eval/edu not perf
